index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec),bearing,vwind,winddirection,nowindpace
2351,68.18083809,18,1.35,1058.558559,2410,131,7358.108436,0,165.5109903,159.1617157,10.38830833,2274.774775,0,49.249013,16.493646,2409,118.5292696,2,280,165.1588642
2352,70.56927685,18,1.35,1045.045045,2411,132,7361.59737,0,171.1613518,157.0530242,10.45229601,2288.288288,0,49.248999,16.493689,2410,119.1058733,2,280,163.4255268
2353,71.3128051,18,1.35,1037.788164,2412,132,7365.009961,0,174.5241564,155.9970692,10.50912469,2266.305403,0,49.248984,16.49373,2411,119.5783104,2,280,162.4302757
2354,72.05633336,18,1.35,1030.531283,2413,132,7368.359403,0,177.8869611,155.0249288,10.59767483,2244.322518,0,49.248969,16.49377,2412,120.2428882,2,280,161.4350245
2355,72.79986161,19,1.35,1023.274402,2414,132,7371.886952,0,181.2497657,153.5800687,10.59956027,2222.339633,0,49.248951,16.49381,2413,120.3869718,2,280,160.4397733
2356,73.54338987,19,1.35,1016.017521,2415,132,7375.299546,0,184.6125704,152.9382884,10.71866493,2200.356748,0,49.248936,16.493851,2414,121.0610214,2,280,159.4445222
2357,74.28691812,19,1.35,1008.76064,2416,132,7379.192521,0,187.975375,151.0634733,10.70391239,2178.373863,0,49.248916,16.493895,2415,121.2860914,2,280,158.449271
2358,75.03044638,19,1.35,1001.503759,2417,132,7382.780722,0,191.3381797,151.184953,10.72860705,2156.390977,0,49.248899,16.493937,2416,121.7522004,2,280,157.4540198
2359,76.59347088,19,1.35,996.7486283,2418,132,7386.368291,0,193.3823125,150.7743563,10.66089259,2190.385875,0,49.248881,16.493978,2417,122.4636459,2,280,157.1728064
2360,78.15649538,19,1.35,991.9934973,2419,132,7389.380744,0,195.4264453,151.7384622,10.70771002,2224.380772,0,49.248863,16.494009,2418,122.6305076,2,280,156.891593
2361,79.71951989,18,1.35,987.2383662,2420,132,7392.503192,0,197.4705781,151.0787876,10.86587013,2258.375669,0,49.248845,16.494042,2419,122.56333,2,280,156.6103797
2362,81.28254439,18,1.35,982.4832351,2421,132,7396.213449,0,199.5147109,149.3184503,10.78320366,2292.370566,0,49.248826,16.494084,2420,122.6518159,2,280,156.3291663
2363,82.84556889,18,1.35,977.728104,2422,132,7399.253488,0,201.5588437,150.4197143,10.85204441,2326.365463,0,49.248811,16.494119,2421,122.7802455,2,280,156.0479529
2364,84.4085934,18,1.35,972.972973,2423,132,7402.536769,0,203.6029766,149.438328,10.94912531,2360.36036,0,49.248795,16.494157,2422,123.0207831,2,280,155.7667395
2365,84.36887258,18,1.35,972.2143196,2424,132,7406.247028,0,205.3320616,148.0574225,10.89697927,2331.879248,0,49.248776,16.494199,2423,122.9530514,2,280,155.215439
2366,84.32915176,18,1.35,971.4556662,2425,132,7409.533721,0,207.0611467,148.6134995,10.89175512,2303.398135,0,49.248761,16.494238,2424,123.1742036,2,280,154.6641386
2367,84.28943094,18,1.35,970.6970128,2426,132,7412.696159,0,208.7902318,148.5077326,10.986847,2274.917022,0,49.248746,16.494275,2425,123.41387,2,280,154.1128381
2368,84.24971012,19,1.35,969.9383594,2427,133,7416.34421,0,210.5193169,147.0452217,10.98513546,2246.43591,0,49.248728,16.494317,2426,123.9112689,2,280,153.5615376
2369,84.2099893,19,1.35,969.179706,2428,133,7420.142001,0,212.248402,146.3990195,10.95663742,2217.954797,0,49.248706,16.494357,2427,124.1266488,2,280,153.0102372
2370,84.17026848,19,1.35,968.4210526,2429,133,7423.775925,0,213.9774871,146.5603287,10.97222099,2189.473684,0,49.248684,16.494394,2428,124.048988,2,280,152.4589367
2371,83.83864006,19,1.35,969.4235589,2430,133,7427.573718,0,213.1332897,146.1482883,10.8669666,2188.471178,0,49.248662,16.494434,2429,123.814301,2,280,152.640964
2372,83.50701163,19,1.35,970.4260652,2431,133,7430.799862,0,212.2890924,147.4056244,10.85531181,2187.468672,0,49.248645,16.49447,2430,123.4235904,2,280,152.8229913
2373,83.17538321,19,1.35,971.4285714,2432,133,7434.031518,0,211.444895,147.407159,10.94503801,2186.466165,0,49.248631,16.494509,2431,123.0055494,2,280,153.0050186
2374,82.84375479,19,1.35,972.4310777,2433,133,7437.89953,0,210.6006976,146.0460568,10.85528882,2185.463659,0,49.248619,16.494559,2432,123.2675248,2,280,153.1870459
2375,82.51212637,19,1.35,973.433584,2434,133,7441.295037,0,209.7565002,147.1483625,10.82287901,2184.461153,0,49.248607,16.494602,2433,123.7305197,2,280,153.3690731
2376,82.18049795,19,1.35,974.4360902,2435,133,7444.590504,0,208.9123028,147.4906499,10.87297115,2183.458647,0,49.248593,16.494642,2434,124.4165574,2,280,153.5511004
2377,82.29952212,19,1.35,977.6957409,2436,133,7448.306824,0,207.3657445,146.7173871,10.86992711,2209.438762,0,49.248573,16.494683,2435,124.7032767,2,280,154.0503865
2378,82.4185463,19,1.35,980.9553915,2437,133,7452.148162,0,205.8191861,146.6877868,10.77895116,2235.418878,0,49.248552,16.494725,2436,124.7212836,2,280,154.5496727
2379,82.53757047,19,1.35,984.2150421,2438,133,7455.613811,0,204.2726278,147.8805885,10.73369826,2261.398993,0,49.248535,16.494765,2437,124.996379,2,280,155.0489588
2380,82.65659465,18,1.35,987.4746927,2439,133,7459.018842,0,202.7260694,148.4662595,10.72789726,2287.379108,0,49.248518,16.494804,2438,125.4646478,2,280,155.5482449
2381,82.77561882,18,1.35,990.7343434,2440,133,7462.436983,0,201.179511,148.9173119,10.61783491,2313.359224,0,49.248499,16.494841,2439,125.7385266,2,280,156.047531
2382,82.894643,18,1.35,993.993994,2441,133,7465.432658,0,199.6329527,150.3298951,10.572287,2339.339339,0,49.248482,16.494873,2440,125.9756549,2,280,156.5468171
2383,81.55499908,19,1.35,998.2531404,2442,134,7468.372374,0,198.0659815,150.8189449,10.55308357,2305.840427,0,49.248465,16.494904,2441,125.9685664,2,280,156.7285991
2384,80.21535517,19,1.35,1002.512287,2443,134,7471.539983,0,196.4990104,150.5239909,10.53821874,2272.341514,0,49.248448,16.494939,2442,125.8541828,2,280,156.9103811
2385,78.87571125,19,1.35,1006.771433,2444,134,7474.764344,0,194.9320392,150.528894,10.555032,2238.842602,0,49.248433,16.494977,2443,126.2435446,2,280,157.0921631
2386,77.53606733,19,1.35,1011.030579,2445,134,7478.232383,0,193.3650681,150.0875268,10.52586624,2205.34369,0,49.248415,16.495016,2444,126.6921739,2,280,157.2739451
2387,76.19642342,19,1.35,1015.289726,2446,134,7481.664784,0,191.7980969,150.3087303,10.42168564,2171.844777,0,49.248395,16.495052,2445,126.4705495,2,280,157.455727
2388,74.8567795,19,1.35,1019.548872,2447,134,7484.583583,0,190.2311258,151.6179684,10.45439802,2138.345865,0,49.248381,16.495086,2446,126.9649193,2,280,157.637509
2389,75.61632317,20,1.35,1016.0401,2448,135,7487.818825,0,192.1070728,150.9496583,10.42758301,2141.854637,0,49.248363,16.495121,2447,127.2335114,2,280,157.2124767
2390,76.37586683,20,1.35,1012.531328,2449,135,7491.124058,0,193.9830199,150.7840619,10.33905495,2145.363409,0,49.248344,16.495156,2448,127.1633198,2,280,156.7874444
2391,77.1354105,20,1.35,1009.022556,2450,135,7493.861092,0,195.8589669,152.0054342,10.39237916,2148.87218,0,49.24833,16.495187,2449,127.6917165,2,280,156.3624121
2392,77.89495417,19,1.35,1005.513784,2451,136,7496.873564,0,197.7349139,151.1294494,10.4950567,2152.380952,0,49.248312,16.495218,2450,127.7197617,2,280,155.9373798
2393,78.65449783,19,1.35,1002.005013,2452,136,7500.234946,0,199.610861,149.972092,10.56240111,2155.889724,0,49.248293,16.495254,2451,128.0244943,2,280,155.5123475
2394,79.4140415,19,1.35,998.4962406,2453,136,7503.868886,0,201.486808,149.0057856,10.55766138,2159.398496,0,49.248271,16.495291,2452,127.9967383,2,280,155.0873152
2395,79.24947336,19,1.35,998.4962406,2454,136,7507.356905,0,201.058218,149.0545347,10.57873729,2159.398496,0,49.248251,16.495328,2453,128.0456847,2,280,155.182383
2396,79.08490522,19,1.35,998.4962406,2455,136,7510.901151,0,200.6296279,148.7357359,10.57487016,2159.398496,0,49.248231,16.495366,2454,128.0539537,2,280,155.2774507
2397,78.92033708,19,1.35,998.4962406,2456,136,7514.376662,0,200.2010379,148.7618913,10.59831568,2159.398496,0,49.248212,16.495404,2455,128.2695977,2,280,155.3725184
2398,78.75576894,19,1.35,998.4962406,2457,137,7517.991763,0,199.7724479,148.4006366,10.59257209,2159.398496,0,49.248191,16.495442,2456,128.3320426,2,280,155.4675861
2399,78.5912008,19,1.35,998.4962406,2458,137,7521.606864,0,199.3438579,148.4415974,10.51128208,2159.398496,0,49.24817,16.49548,2457,128.2038845,2,280,155.5626538
2400,78.42663266,19,1.35,998.4962406,2459,137,7524.774485,0,198.9152679,149.538711,10.56138134,2159.398496,0,49.248153,16.495515,2458,128.4699858,2,280,155.6577216
2401,78.11306755,19,1.35,998.9974937,2460,138,7528.33448,0,198.129491,148.7802558,10.55393996,2158.897243,0,49.248132,16.495552,2459,128.4673842,2,280,155.8431842
2402,77.79950243,19,1.35,999.4987469,2461,138,7531.949584,0,197.3437142,148.825134,10.45356345,2158.39599,0,49.248111,16.49559,2460,128.3495236,2,280,156.0286469
2403,77.48593732,19,1.35,1000,2462,138,7535.059256,0,196.5579373,150.1780744,10.48193192,2157.894737,0,49.248094,16.495624,2461,128.4092613,2,280,156.2141095
2404,77.17237221,19,1.35,1000.501253,2463,138,7538.477416,0,195.7721605,149.6972535,10.49691347,2157.393484,0,49.248075,16.495661,2462,128.4007079,2,280,156.3995721
2405,76.85880709,19,1.35,1001.002506,2464,138,7542.135856,0,194.9863837,149.3992169,10.4001725,2156.892231,0,49.248055,16.495701,2463,128.3622386,2,280,156.5850348
2406,76.54524198,19,1.35,1001.503759,2465,138,7545.362026,0,194.2006068,150.6818447,10.37056268,2156.390977,0,49.248038,16.495737,2464,128.4233233,2,280,156.7704974
2407,75.03641712,19,1.35,1006.086466,2466,138,7548.588196,0,191.913504,150.9994986,10.39298383,2125.492481,0,49.248021,16.495773,2465,128.7538712,2,280,157.1891357
2408,73.52759227,19,1.35,1010.669173,2467,138,7552.148197,0,189.6264012,150.5553165,10.28035465,2094.593985,0,49.248,16.49581,2466,128.6880324,2,280,157.607774
2409,72.01876742,19,1.35,1015.25188,2468,138,7555.20055,0,187.3392984,152.0523212,10.2885221,2063.695489,0,49.247983,16.495843,2467,128.8260241,2,280,158.0264123
2410,70.50994257,20,1.35,1019.834586,2469,137,7558.505797,0,185.0521956,151.7806701,10.26491333,2032.796992,0,49.247964,16.495878,2468,128.7414248,2,280,158.4450507
2411,69.00111771,20,1.35,1024.417293,2470,137,7562.03924,0,182.7650928,151.569082,10.11642381,2001.898496,0,49.247945,16.495917,2469,128.7224137,2,280,158.863689
2412,67.49229286,20,1.35,1029,2471,137,7564.776289,0,180.47799,153.7381794,10.11005915,1971,0,49.247931,16.495948,2470,128.931049,2,280,159.2823273
2413,68.50559629,20,1.35,1028.427318,2472,137,7567.578115,0,181.5037811,153.7556663,10.21759123,1997.888471,0,49.247916,16.495979,2471,129.18547,2,280,159.1420575
2414,69.51889972,19,1.35,1027.854637,2473,137,7571.122376,0,182.5295722,152.0531277,10.11037781,2024.776942,0,49.247896,16.496017,2472,129.6257403,2,280,159.0017878
2415,70.53220315,19,1.35,1027.281955,2474,137,7573.794359,0,183.5553633,154.0699525,10.19084321,2051.665414,0,49.247879,16.496043,2473,129.744412,2,280,158.861518
2416,71.54550658,19,1.35,1026.709273,2475,137,7576.907839,0,184.5811544,152.8798618,10.29032725,2078.553885,0,49.247859,16.496073,2474,129.7198121,2,280,158.7212483
2417,72.55881001,19,1.35,1026.136591,2476,138,7580.565369,0,185.6069454,151.4113275,10.20658666,2105.442356,0,49.247836,16.496109,2475,129.5335428,2,280,158.5809785
2418,73.57211344,19,1.35,1025.56391,2477,138,7583.63249,0,186.6327365,152.6065061,10.21463215,2132.330827,0,49.247818,16.496141,2476,129.3903169,2,280,158.4407087
2419,73.63618511,19,1.35,1021.136591,2478,138,7586.68485,0,188.4201055,152.4368131,10.30301205,2110.442356,0,49.247801,16.496174,2477,129.3023951,2,280,157.917669
2420,73.70025677,19,1.35,1016.709273,2479,137,7590.218299,0,190.2074745,151.0761432,10.2106255,2088.553885,0,49.247782,16.496213,2478,129.3898554,2,280,157.3946293
2421,73.76432843,19,1.35,1012.281955,2480,137,7593.087759,0,191.9948435,152.3294517,10.25111623,2066.665414,0,49.247766,16.496244,2479,129.5699831,2,280,156.8715896
2422,73.8284001,19,1.35,1007.854637,2481,137,7596.100249,0,193.7822126,151.6209053,10.39030876,2044.776942,0,49.247748,16.496275,2480,129.6274777,2,280,156.3485499
2423,73.89247176,20,1.35,1003.427318,2482,138,7599.862939,0,195.5695816,149.4853576,10.33990934,2022.888471,0,49.247725,16.496313,2481,129.6478836,2,280,155.8255102
2424,73.95654343,20,1.35,999,2483,138,7603.390899,0,197.3569506,149.6634345,10.30707523,2001,0,49.247703,16.496348,2482,129.3033039,2,280,155.3024705
2425,75.07719022,20,1.35,998.9160401,2484,138,7606.626168,0,198.556768,150.0504026,10.37903815,2027.399749,0,49.247685,16.496383,2483,129.4352767,2,280,155.1509198
2426,76.19783701,20,1.35,998.8320802,2485,139,7610.260133,0,199.7565854,148.9206433,10.32374409,2053.799499,0,49.247663,16.49642,2484,129.1866359,2,280,154.9993691
2427,77.3184838,20,1.35,998.7481203,2486,139,7613.438685,0,200.9564029,149.7306931,10.37767788,2080.199248,0,49.247645,16.496454,2485,129.1605992,2,280,154.8478183
2428,78.43913059,20,1.35,998.6641604,2487,139,7616.871117,0,202.1562203,148.9623856,10.43020794,2106.598997,0,49.247625,16.49649,2486,129.0155335,2,280,154.6962676
2429,79.55977738,19,1.35,998.5802005,2488,139,7620.54196,0,203.3560378,148.2677214,10.45140881,2132.998747,0,49.247604,16.496529,2487,128.8769196,2,280,154.5447169
2430,80.68042417,19,1.35,998.4962406,2489,139,7624.086235,0,204.5558552,148.4723174,10.38264252,2159.398496,0,49.247584,16.496567,2488,128.7402691,2,280,154.3931661
2431,79.97224252,19,1.35,998.0802005,2490,139,7627.138604,0,204.4811229,149.5297475,10.44014105,2133.498747,0,49.247567,16.4966,2489,128.5613406,2,280,154.2937019
2432,79.26406086,19,1.35,997.6641604,2491,140,7630.489156,0,204.4063906,148.7853275,10.41517181,2107.598997,0,49.247549,16.496637,2490,128.5124979,2,280,154.1942376
2433,78.55587921,19,1.35,997.2481203,2492,140,7633.598851,0,204.3316584,149.1776649,10.42598698,2081.699248,0,49.247532,16.496671,2491,128.5955414,2,280,154.0947733
2434,77.84769756,19,1.35,996.8320802,2493,140,7636.665983,0,204.2569261,149.0429037,10.49729146,2055.799499,0,49.247514,16.496703,2492,128.5210607,2,280,153.9953091
2435,77.1395159,20,1.35,996.4160401,2494,140,7640.043452,0,204.1821938,148.0403617,10.46877329,2029.899749,0,49.247494,16.496738,2493,128.4086863,2,280,153.8958448
2436,76.43133425,20,1.35,996,2495,140,7643.238412,0,204.1074615,148.0732601,10.49285664,2004,0,49.247475,16.496771,2494,128.2977165,2,280,153.7963805
2437,78.42132891,20,1.35,990.9022556,2496,140,7646.379284,0,207.4317296,147.7587722,10.6191501,2035.413534,0,49.247456,16.496803,2495,127.9392723,2,280,153.2351028
2438,80.41132358,20,1.35,985.8045113,2497,141,7650.106434,0,210.7559977,146.0275801,10.62754846,2066.827068,0,49.247435,16.496843,2496,127.5365737,2,280,152.6738251
2439,82.40131824,20,1.35,980.7067669,2498,141,7653.634057,0,214.0802658,146.0421438,10.6300019,2098.240602,0,49.247417,16.496883,2497,127.2810873,2,280,152.1125474
2440,84.3913129,20,1.35,975.6090226,2499,141,7656.917403,0,217.4045338,146.192216,10.77990933,2129.654135,0,49.247401,16.496921,2498,127.2844075,2,280,151.5512697
2441,86.38130757,19,1.35,970.5112782,2500,142,7660.933916,0,220.7288019,144.3186099,10.78870937,2161.067669,0,49.24738,16.496966,2499,127.2646251,2,280,150.989992
2442,88.37130223,19,1.35,965.4135338,2501,142,7664.592389,0,224.05307,144.8661058,10.82128632,2192.481203,0,49.24736,16.497006,2500,127.0230773,2,280,150.4287143
2443,87.99967197,19,1.35,965.914787,2502,142,7668.302721,0,223.1268271,144.6837532,10.86456459,2191.97995,0,49.247341,16.497048,2501,126.9406206,2,280,150.6084241
2444,87.62804172,19,1.35,966.4160401,2503,143,7672.195781,0,222.2005842,144.3483312,10.7835612,2191.478697,0,49.247321,16.497092,2502,126.7443577,2,280,150.7881339
2445,87.25641146,19,1.35,966.9172932,2504,143,7675.540381,0,221.2743413,145.6557189,10.79694828,2190.977444,0,49.247305,16.497131,2503,126.9046413,2,280,150.9678437
2446,86.8847812,19,1.35,967.4185464,2505,143,7678.949442,0,220.3480984,145.6990406,10.8403258,2190.47619,0,49.247287,16.497169,2504,127.061689,2,280,151.1475535
2447,86.51315094,19,1.35,967.9197995,2506,142,7682.620301,0,219.4218555,145.3346765,10.81776498,2189.974937,0,49.247266,16.497208,2505,126.9944796,2,280,151.3272633
2448,86.14152069,19,1.35,968.4210526,2507,142,7686.16459,0,218.4956126,145.8519359,10.83797979,2189.473684,0,49.247246,16.497246,2506,126.9355439,2,280,151.5069731
2449,86.36918608,19,1.35,968.6792055,2508,142,7689.89175,0,217.1816446,145.7936838,10.78351662,2218.455297,0,49.247225,16.497286,2507,126.7965328,2,280,151.9528934
2450,86.59685147,19,1.35,968.9373584,2509,143,7693.367306,0,215.8676767,146.7480521,10.71866464,2247.436911,0,49.247206,16.497324,2508,126.6775895,2,280,152.3988137
2451,86.82451686,19,1.35,969.1955113,2510,143,7696.534967,0,214.5537087,147.8620244,10.72261655,2276.418524,0,49.247189,16.497359,2509,126.8932597,2,280,152.844734
2452,87.05218225,19,1.35,969.4536642,2511,143,7699.804577,0,213.2397408,148.0375283,10.78272679,2305.400137,0,49.247169,16.497392,2510,127.0158657,2,280,153.2906543
2453,87.27984765,18,1.35,969.7118171,2512,142,7703.523087,0,211.9257728,147.4440733,10.77489095,2334.38175,0,49.247144,16.497426,2511,126.5092079,2,280,153.7365746
2454,87.50751304,18,1.35,969.96997,2513,142,7707.103726,0,210.6118048,148.2145886,10.70903999,2363.363363,0,49.247122,16.497462,2512,126.2434598,2,280,154.1824948
2455,85.31842873,18,1.35,978.7343735,2514,142,7710.450011,0,207.0995989,149.2899783,10.67571395,2325.359194,0,49.247101,16.497495,2513,125.373195,2,280,154.7764732
2456,83.12934442,18,1.35,987.498777,2515,142,7713.794968,0,203.5873929,149.8795645,10.6088864,2287.355024,0,49.247084,16.497533,2514,124.85839,2,280,155.3704516
2457,80.94026012,18,1.35,996.2631805,2516,142,7716.957484,0,200.075187,150.869481,10.5539921,2249.350855,0,49.247069,16.49757,2515,124.3276671,2,280,155.9644299
2458,78.75117581,18,1.35,1005.027584,2517,142,7720.008496,0,196.562981,151.6469563,10.56964647,2211.346685,0,49.247056,16.497607,2516,123.99433,2,280,156.5584083
2459,76.5620915,19,1.35,1013.791987,2518,142,7723.368211,0,193.0507751,151.395049,10.51162293,2173.342515,0,49.247042,16.497648,2517,123.7303967,2,280,157.1523866
2460,74.3730072,19,1.35,1022.556391,2519,142,7726.792432,0,189.5385691,151.7034841,10.38568641,2135.338346,0,49.247028,16.49769,2518,123.5916386,2,280,157.746365
2461,73.97417112,19,1.35,1023.057644,2520,142,7729.663002,0,188.5391741,153.4464376,10.39154033,2134.837093,0,49.247016,16.497725,2519,123.5942163,2,280,157.9920763
2462,73.57533504,19,1.35,1023.558897,2521,142,7732.768277,0,187.539779,153.2586627,10.38698586,2134.33584,0,49.247002,16.497762,2520,123.4566133,2,280,158.2377875
2463,73.17649896,19,1.35,1024.06015,2522,142,7736.000016,0,186.5403839,153.2392326,10.29186997,2133.834586,0,49.246988,16.497801,2521,123.8387007,2,280,158.4834988
2464,72.77766288,19,1.35,1024.561404,2523,142,7738.743884,0,185.5409889,154.5908626,10.29680825,2133.333333,0,49.246973,16.497831,2522,123.8586686,2,280,158.7292101
2465,72.3788268,19,1.35,1025.062657,2524,142,7741.556774,0,184.5415938,154.4520168,10.37658552,2132.83208,0,49.246957,16.497861,2523,123.5432416,2,280,158.9749213
2466,71.97999072,19,1.35,1025.56391,2525,142,7744.842098,0,183.5421988,153.2039573,10.34014207,2132.330827,0,49.24694,16.497898,2524,123.4771833,2,280,159.2206326
2467,72.60767688,19,1.35,1021.553885,2526,142,7747.826864,0,185.1501042,153.705764,10.38556868,2136.340852,0,49.246924,16.497931,2525,123.3124585,2,280,158.8536774
2468,73.23536305,19,1.35,1017.54386,2527,142,7750.994537,0,186.7580097,152.9976287,10.47999114,2140.350877,0,49.246907,16.497966,2526,123.0509565,2,280,158.4867221
2469,73.86304921,19,1.35,1013.533835,2528,142,7754.645445,0,188.3659152,151.5892002,10.39029319,2144.360902,0,49.246888,16.498007,2527,122.7643805,2,280,158.1197669
2470,74.49073537,19,1.35,1009.52381,2529,142,7757.625135,0,189.9738206,152.8938158,10.43882441,2148.370927,0,49.246873,16.498041,2528,122.5370532,2,280,157.7528116
2471,75.11842153,19,1.35,1005.513784,2530,142,7760.787448,0,191.5817261,152.1759271,10.53780044,2152.380952,0,49.246857,16.498077,2529,122.138067,2,280,157.3858564
2472,75.74610769,19,1.35,1001.503759,2531,141,7764.437669,0,193.1896316,150.744424,10.45379976,2156.390977,0,49.24684,16.49812,2530,121.786506,2,280,157.0189011
2473,76.09922552,19,1.35,1001.503759,2532,141,7767.424952,0,194.1002868,151.9789345,10.49894586,2156.390977,0,49.246827,16.498156,2531,121.5089404,2,280,156.8021863
2474,76.45234335,19,1.35,1001.503759,2533,141,7770.540104,0,195.0109421,151.3464433,10.64022685,2156.390977,0,49.246814,16.498194,2532,121.4200398,2,280,156.5854715
2475,76.80546118,19,1.35,1001.503759,2534,141,7774.378314,0,195.9215973,149.358068,10.57845202,2156.390977,0,49.246797,16.49824,2533,121.0899119,2,280,156.3687566
2476,77.15857901,19,1.35,1001.503759,2535,141,7777.687957,0,196.8322525,150.2800303,10.56818736,2156.390977,0,49.246784,16.498281,2534,121.0669639,2,280,156.1520418
2477,77.51169684,19,1.35,1001.503759,2536,141,7780.803111,0,197.7429078,150.4814788,10.64757306,2156.390977,0,49.246771,16.498319,2535,121.3569111,2,280,155.9353269
2478,77.86481467,19,1.35,1001.503759,2537,141,7784.271228,0,198.653563,149.4159267,10.68880913,2156.390977,0,49.246753,16.498358,2536,121.1818814,2,280,155.7186121
2479,78.4466848,19,1.35,1000.252132,2538,141,7787.858904,0,198.3439528,148.9103979,10.7337862,2186.882371,0,49.246735,16.498399,2537,121.1473076,2,280,155.9640063
2480,79.02855493,19,1.35,999.0005043,2539,141,7791.63373,0,198.0343426,148.3680578,10.74219044,2217.373765,0,49.246715,16.498441,2538,121.1495818,2,280,156.2094005
2481,79.61042507,19,1.35,997.7488767,2540,142,7795.431612,0,197.7247324,148.3503942,10.67839859,2247.865158,0,49.246693,16.498481,2539,120.2490799,2,280,156.4547947
2482,80.1922952,19,1.35,996.4972491,2541,142,7798.855852,0,197.4151222,149.3596523,10.63265987,2278.356552,0,49.246679,16.498523,2540,120.0028015,2,280,156.7001889
2483,80.77416533,19,1.35,995.2456216,2542,142,7802.035505,0,197.105512,150.1399152,10.6053747,2308.847946,0,49.246666,16.498562,2541,119.6368108,2,280,156.945583
2484,81.35603546,18,1.35,993.993994,2543,142,7805.053843,0,196.7959018,150.6793559,10.66393384,2339.339339,0,49.246655,16.4986,2542,119.6268272,2,280,157.1909772
2485,80.73280039,18,1.35,995.2456216,2544,142,7808.233497,0,197.0432936,150.3871204,10.62326561,2308.847946,0,49.246642,16.498639,2543,119.524748,2,280,156.9600791
2486,80.10956533,18,1.35,996.4972491,2545,142,7811.104084,0,197.2906855,151.0457004,10.67087064,2278.356552,0,49.24663,16.498674,2544,119.4371651,2,280,156.729181
2487,79.48633026,19,1.35,997.7488767,2546,141,7814.155117,0,197.5380773,150.4448106,10.75099492,2247.865158,0,49.246617,16.498711,2545,119.3997314,2,280,156.4982828
2488,78.8630952,19,1.35,999.0005043,2547,141,7817.748991,0,197.7854692,148.9563725,10.66021741,2217.373765,0,49.246601,16.498754,2546,119.1991345,2,280,156.2673847
2489,78.23986013,19,1.35,1000.252132,2548,141,7820.61958,0,198.032861,150.2752599,10.72133129,2186.882371,0,49.246589,16.498789,2547,119.1351567,2,280,156.0364866
2490,77.61662506,19,1.35,1001.503759,2549,142,7823.670615,0,198.2802529,149.459834,10.84783285,2156.390977,0,49.246576,16.498826,2548,119.1183006,2,280,155.8055884
2491,80.58090747,19,1.35,991.7436233,2550,142,7827.264492,0,203.6208704,147.7654496,10.78694102,2195.39088,0,49.24656,16.498869,2549,119.0273646,2,280,154.8973086
2492,83.54518987,19,1.35,981.9834872,2551,142,7830.188461,0,208.9614879,148.7101682,10.88667854,2234.390782,0,49.246547,16.498904,2550,118.5849293,2,280,153.9890288
2493,86.50947227,19,1.35,972.2233512,2552,142,7833.40715,0,214.3021054,147.4457721,11.00023882,2273.390684,0,49.246536,16.498945,2551,118.4466677,2,280,153.0807489
2494,89.47375468,18,1.35,962.4632151,2553,143,7836.964322,0,219.6427229,146.0399086,11.07947271,2312.390586,0,49.246525,16.498991,2552,118.8020153,2,280,152.1724691
2495,92.43803708,18,1.35,952.703079,2554,143,7840.453397,0,224.9833404,145.532133,11.17963577,2351.390488,0,49.246511,16.499034,2553,119.3333505,2,280,151.2641893
2496,95.40231948,18,1.35,942.9429429,2555,143,7844.228235,0,230.3239579,144.3447981,11.29677905,2390.39039,0,49.246491,16.499076,2554,119.2050741,2,280,150.3559095
2497,93.30983404,19,1.35,948.1918008,2556,143,7848.48443,0,227.1888027,142.9230507,11.2280973,2355.901766,0,49.24647,16.499125,2555,119.3077768,2,280,150.7914231
2498,91.2173486,19,1.35,953.4406587,2557,143,7852.442148,0,224.0536475,143.3440308,11.24488997,2321.413142,0,49.246449,16.499169,2556,119.1468824,2,280,151.2269368
2499,89.12486316,19,1.35,958.6895166,2558,143,7856.518001,0,220.9184923,143.1447232,11.25473472,2286.924519,0,49.246428,16.499215,2557,118.904993,2,280,151.6624504
2500,87.03237772,19,1.35,963.9383745,2559,143,7860.7742,0,217.7833371,143.0638048,11.11501874,2252.435895,0,49.246407,16.499264,2558,118.7295359,2,280,152.0979641
2501,84.93989227,19,1.35,969.1872323,2560,143,7864.361894,0,214.6481819,144.9751647,10.98529346,2217.947271,0,49.246389,16.499305,2559,118.114454,2,280,152.5334777
2502,82.84740683,19,1.35,974.4360902,2561,143,7867.361822,0,211.5130266,146.8324379,10.96891456,2183.458647,0,49.246377,16.499342,2560,117.8448821,2,280,152.9689914
2503,83.16970453,18,1.35,974.1922374,2562,143,7870.42695,0,210.4766897,147.1984683,11.00973865,2212.942266,0,49.246365,16.49938,2561,117.655441,2,280,153.3692555
2504,83.49200223,18,1.35,973.9483845,2563,143,7873.671456,0,209.4403527,147.1857191,11.02242475,2242.425885,0,49.246352,16.49942,2562,117.2887984,2,280,153.7695196
2505,83.81429994,18,1.35,973.7045316,2564,143,7877.067095,0,208.4040157,147.1649819,11.00815043,2271.909503,0,49.24634,16.499463,2563,117.1217848,2,280,154.1697837
2506,84.13659764,18,1.35,973.4606787,2565,143,7880.462735,0,207.3676787,147.4557213,11.03412858,2301.393122,0,49.246328,16.499506,2564,117.1804942,2,280,154.5700479
